id,title,category,original_length,reference_summary,reference_length,latency,success,error
doc_03_04_syn_short_8690,Sudene e MDS vão lançar projetos de proteção social nos estados do Nordeste,Desenvolvimento Social,1335,"A Sudene (Superintendência do Desenvolvimento do Nordeste) e o Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome (MDS) irão lançar, a partir de março, projetos de proteção social nos estados do Nordeste, por meio do Programa ""Aprimora Rede+"". A implementação será feita em parceria com seis universidades federais da região, que receberão R$ 200 mil cada, totalizando R$ 1,2 milhão em investimentos pela Sudene. O objetivo é fortalecer a rede de proteção social nos estados do Nordeste.",513,1.9948608875274658,True,
doc_15_06_syn_short_2235,Iniciativa do Inpa transforma resíduos de bambu em decoração natalina sustentável,Meio Ambiente e Sustentabilidade,1777,"O Instituto Nacional de Pesquisas da Amazônia (Inpa/MCTI) desenvolveu uma iniciativa sustentável de decoração natalina utilizando resíduos de bambu de pesquisas científicas. O projeto ""Natal com Bambu"", coordenado pela pesquisadora Marilene Sá Ribeiro, transforma esses materiais em arranjos decorativos, integrando pesquisa, reaproveitamento e sustentabilidade. A arquiteta, que atua no Inpa há quase 20 anos, desenvolve estudos sobre habitação de baixo impacto, arquitetura sustentável e uso tecnológico do bambu amazônico.",525,2.4394302368164062,True,
doc_17_20_syn_short_4180,Ministério das Mulheres e PRF firmam parceria para campanha de enfrentamento à violência no Carnaval,Segurança Pública,1412,"O Ministério das Mulheres e a Polícia Rodoviária Federal (PRF) firmaram uma parceria para ampliar a campanha de combate à violência contra a mulher durante o Carnaval. A iniciativa visa conscientizar a população sobre a importância de denunciar qualquer forma de agressão, assédio ou importunação sexual, utilizando o Ligue 180. A mensagem central da campanha, ""Se liga, ou eu ligo 180. Governo do Brasil: do lado das mulheres, contra a violência no Carnaval"", será veiculada em faixas instaladas na entrada e saída de postos da PRF nas 27 capitais brasileiras.",561,1.9452438354492188,True,
doc_03_29_syn_extract_middle_6930,Mulheres rurais: transformando lutas em conquistas,Desenvolvimento Social,676,"Durante a cerimônia, a ministra Fernanda Machiavelli apresentou um panorama do acesso das mulheres às principais políticas do Ministério da Agricultura entre 2023 e 2026. Foram destacados programas como o Cidadania e Bem Viver, que amplia a documentação e divide os cuidados domésticos, o Pronaf Mulher, que aumenta o acesso ao crédito para agricultoras, o Programa Organização Produtiva e Econômica de Mulheres Rurais, que apoia grupos produtivos femininos, e o Programa de Aquisição de Alimentos, considerado estratégico para fortalecer a renda das mulheres do campo.",569,2.5716421604156494,True,
doc_09_48_syn_short_4492,Cmed multa distribuidoras de medicamentos e defende regulamentação,Economia e Finanças,2367,"A Câmara de Regulação do Mercado de Medicamentos (Cmed) aplicou multas de mais de R$ 13,5 milhões a quatro distribuidoras de produtos farmacêuticos por oferecerem medicamentos a preços acima dos limites máximos estabelecidos pela própria Cmed. As empresas punidas foram a Imediata Distribuidora de Produtos para a Saúde (R$ 3,22 milhões), a Fabmed Distribuidora Hospitalar (R$ 2,93 milhões), a Panorama Comércio de Produtos Médicos e Farmacêuticos (R$ 3,82 milhões) e a Realmed Distribuidora (R$ 3,54 milhões). A Cmed considera essa prática abusiva e busca coibi-la para garantir que a população tenha acesso a medicamentos a preços justos.",640,2.4675402641296387,True,
doc_17_11,INCA estima 781 mil novos casos de câncer por ano no Brasil entre 2026 e 2028,Saúde,8093,"O Brasil deve registrar 781 mil novos casos de câncer por ano entre 2026 e 2028, sendo 518 mil casos excluindo os tumores de pele não melanoma. Essas estimativas confirmam que o câncer se consolida como uma das principais causas de adoecimento e morte no país, aproximando-se das doenças cardiovasculares. Os dados refletem o envelhecimento da população, desigualdades regionais e desafios persistentes no acesso à prevenção, diagnóstico precoce e tratamento oportuno. As estimativas orientam o planejamento de políticas públicas e ações no Sistema Único de Saúde (SUS), visando ampliar a rede de prevenção, diagnóstico e tratamento do câncer.",643,2.8266165256500244,True,
doc_01_49,Mapa inaugura galeria de ex-secretários executivos,"Agricultura, Pecuária e Abastecimento",3354,"O Ministério da Agricultura e Pecuária (Mapa) inaugurou uma galeria de ex-secretários-executivos, com o objetivo de homenagear e relembrar o legado de cada um deles para o desenvolvimento da agropecuária brasileira. A galeria destaca a trajetória e as contribuições desses profissionais, evidenciando o comprometimento e a continuidade das políticas públicas que fortaleceram o agronegócio nacional. A cerimônia contou com a entrega de certificados de honra e o descerramento de uma placa que reconhece institucionalmente o trabalho dos ex-secretários para o setor.",565,2.317375659942627,True,
doc_05_09_syn_extract_middle_5530,CNEN comunica o falecimento de seu ex-presidente Rex Nazaré Alves e rende homenagens a um dos grandes nomes da energia nuclear no país,"Ciência, Tecnologia e Inovação",384,"O texto destaca a atuação de um especialista que defendia veementemente a valorização do conhecimento científico, da memória institucional e da comunidade de pesquisadores brasileiros. Sua trajetória foi marcada pela coerência, mantendo-se firme na defesa do interesse público e do patrimônio científico nacional, mesmo durante diferentes governos e contextos políticos. Fica evidente sua compreensão da soberania como um processo contínuo de construção.",454,1.8524558544158936,True,
doc_05_39,MDA realiza oficina de Conectividade e Inclusão Digital para a Agricultura Familiar com enfoque nos Territórios da Cidadania,Economia e Finanças,5682,"O Ministério do Desenvolvimento Agrário e Agricultura Familiar (MDA) realizou uma oficina para discutir os desafios e oportunidades na ampliação do acesso à conectividade e aos serviços digitais para a agricultura familiar brasileira. O estudo apresentado constatou que 4 milhões de domicílios da agricultura familiar e pequenos agricultores (41% deste público) ainda não são atendidos com sinal 4G, sendo a região Nordeste a mais afetada. Para ampliar a conectividade para 11,8% dos domicílios brasileiros (12,6 milhões), incluindo 5,7 milhões de agricultores familiares e pequenos produtores, seriam necessários R$ 86,2 bilhões. O evento também lançou o livro ""Comunicação e Digitalização nos Territórios Rurais"" e discutiu ações potenciais para a digitalização de serviços públicos voltados aos agricultores, como o Meu Imóvel Rural, Minha Ater Digital, Semear Digital e o Observatório Virtual da ATER.",905,5.328467845916748,True,
doc_11_39_syn_extract_middle_7592,Últimos dias para aderir ao Compromisso Nacional Toda Matemática,Educação,465,"O Ministério da Educação lançou uma política com o objetivo de garantir que todos os estudantes da educação básica tenham acesso a oportunidades de aprendizagem que permitam o desenvolvimento dos conhecimentos, competências e habilidades estabelecidos na Base Nacional Comum Curricular (BNCC) para a área de matemática. Além disso, a política busca institucionalizar programas de fortalecimento da educação matemática em todos os sistemas e redes de ensino da educação básica.",476,3.1464006900787354,True,
doc_17_04_syn_short_5930,CGU e PF apuram irregularidades na área da saúde em Alagoas,Saúde,968,"A Controladoria-Geral da União (CGU) e a Polícia Federal (PF) estão investigando indícios de irregularidades na área da saúde em Alagoas, no período de 2023 a 2025. A Operação Estágio IV, realizada nesta terça-feira (16), apura possíveis fraudes relacionadas ao credenciamento de empresas, ao fornecimento de materiais e à execução de serviços custeados com recursos do Sistema Único de Saúde (SUS). A ação conta com o bloqueio e o sequestro de bens e valores, além do afastamento de servidores públicos. Os mandados estão sendo cumpridos em Alagoas, Pernambuco e no Distrito Federal.",584,2.9133379459381104,True,
doc_07_16_syn_extract_middle_4139,Servidor do Iphan lança Atlas Arqueológico do Tocantins,"Cultura, Artes e Patrimônio",350,"O Atlas do Patrimônio Arqueológico Brasileiro é uma publicação do Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) que visa contribuir com ações de educação patrimonial. O material apresenta de forma acessível o trabalho baseado em relatórios dos acervos do Iphan e em dados coletados em visitas de campo a sítios arqueológicos. O Atlas conta com mais de 150 páginas de fotos, tabelas, referências e dados que estavam dispersos em repositórios nacionais e internacionais, reunindo informações importantes sobre o patrimônio arqueológico brasileiro.",562,1.6622753143310547,True,
doc_19_16_syn_extract_middle_3073,MIDR aprova primeiro plano de trabalho para assistência humanitária em Paraty,Desenvolvimento Social,975,"O acesso a recursos federais após desastres exige que estados e municípios obtenham reconhecimento federal de situação de emergência ou estado de calamidade pública e apresentem planos de trabalho claros e metas de atuação por meio do Sistema Integrado de Informações sobre Desastres (S2iD). O passo a passo para solicitação de recursos está detalhado no portal do Ministério da Integração e do Desenvolvimento Regional (MIDR), que também oferece orientações práticas sobre como usar o S2iD para agilizar a obtenção de recursos federais em situações de emergência.",564,1.828364372253418,True,
doc_13_02_syn_short_8749,Implantação de segmento na BR-020/BA chega a 76% de execução,Infraestrutura e Transportes,1965,"O Governo Federal está investindo R$ 32,5 milhões, por meio do Novo PAC, para pavimentar 11,8 quilômetros da BR-020/BA, trecho que liga o município de Campo Alegre de Lourdes a São Raimundo Nonato, na divisa com o Piauí. A obra, que já está 76% concluída, visa melhorar a trafegabilidade, o conforto e a segurança dos usuários. Quando finalizada, a rodovia terá duas faixas de tráfego de 3,60 metros cada, com 2,50 metros de acostamento para cada lado, reduzindo o tempo de viagem e os custos de transporte na região.",517,2.3151750564575195,True,
doc_07_33_syn_extract_middle_5554,Circo de Tradição Familiar é reconhecido como Patrimônio Cultural do Brasil,"Cultura, Artes e Patrimônio",281,"O Circo Zanchettini, do Paraná, liderado por Wanda Cabral Zanchettin, iniciou em 2005 o processo de reconhecimento do circo como patrimônio cultural do Brasil. Após uma trajetória de mais de 15 anos, o Conselho Consultivo do Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) finalmente aprovou o registro do Circo Zanchettini como Patrimônio Cultural Brasileiro, reconhecendo sua importância histórica e cultural.",426,1.5873785018920898,True,
doc_17_44,Ministério da Saúde adota estudo sobre previsão de surtos de dengue com participação do MCTI,Saúde,2745,"O Ministério da Saúde adotou um modelo matemático desenvolvido com a participação do Laboratório Nacional de Computação Científica (LNCC) do Ministério da Ciência, Tecnologia e Inovações (MCTI) para prever surtos de dengue no Brasil. O modelo, publicado na revista científica PNAS, utiliza uma combinação de modelos matemáticos, aprendizado de máquina e dados climáticos para monitorar o mosquito Aedes aegypti e antecipar a incidência da doença com maior precisão. Essa ferramenta permite ao governo federal otimizar a distribuição de recursos e planejar ações preventivas antes que os surtos atinjam o pico, fortalecendo a capacidade do país de se preparar para futuros surtos com base em evidências.",702,2.1951520442962646,True,
